V0,V1,V2,V3,V4,V6,V7,V8,V10,V12,V13,V15,V16,V18,V19,V20,V23,V24,V27,V29,V30,V31,V35,V36,V37,target,label
0.377,0.227,0.522,0.289,0.414,0.114,-0.401,-0.118,-0.31,0.636,1.506,-0.27,-0.474,1.349,-0.359,0.007,-0.108,1.508,0.374,0.068,-0.38,0.22,-0.289,-0.452,-0.964,0.486,train
0.445,0.152,0.79,0.313,-0.004,0.276,-0.33,0.421,0.155,0.301,0.967,0.081,0.003,0.35,-0.818,0.492,-0.643,1.509,0.353,-0.049,-0.191,0.079,-0.943,0.153,-0.832,0.311,train
0.556,0.675,0.631,0.47,0.086,0.351,-0.33,0.52,-0.075,0.398,1.1,0.017,0.003,0.345,-0.853,0.719,-0.633,1.509,0.353,-0.119,0.079,0.645,-0.943,0.033,0.01,0.628,train
0.777,0.706,0.586,0.586,0.486,0.38,-0.23,0.765,0.269,0.504,1.037,-0.029,0.157,0.345,-0.517,0.787,-0.635,0.091,0.379,0.232,-0.352,0.839,-0.943,-0.053,0.109,0.944,train
0.807,0.896,0.863,0.718,0.507,0.45,-0.203,0.855,0.296,0.723,1.058,0.301,0.187,0.344,-0.521,0.834,-0.634,-1.318,0.454,0.461,-0.432,0.855,-0.943,0.139,-0.402,1.104,train
-0.895,-1.415,-0.04,0.713,-0.161,0.453,-0.175,-1.453,0.947,-0.53,0.769,0.301,0.374,0.336,-0.274,-0.019,-0.646,-1.318,-0.242,0.532,-0.474,-0.936,-0.943,1.761,1.455,-0.881,train
-0.247,-0.576,0.022,0.665,0.339,0.342,-0.16,-0.611,-1.184,0.203,0.427,0.478,-0.397,2.008,0.395,-0.021,-0.188,-1.318,0.15,0.729,0.293,-0.839,-0.646,-1.122,0.554,-0.056,train
0.3,-0.122,0.129,0.63,0.667,0.29,-0.16,0.05,-1.402,0.201,0.834,0.43,-0.55,0.073,0.376,-0.245,-0.198,-1.319,0.401,0.653,-0.205,-0.638,-0.646,-1.097,-0.247,0.817,train
0.659,0.478,0.163,0.566,0.438,0.275,-0.168,0.274,0.287,0.712,1.237,0.396,-0.214,0.068,0.168,-0.223,-0.2,-1.317,0.253,0.546,0.167,0.456,-0.349,0.253,0.402,0.875,train
0.757,1.037,1.097,0.507,0.467,0.287,-0.178,0.588,0.695,1.012,0.918,0.493,-0.089,0.073,0.232,-0.305,-0.188,-1.318,0.359,0.518,0.541,0.711,-0.349,0.644,-0.57,1.137,train
0.405,0.394,0.511,0.411,0.473,0.301,-0.188,-0.128,0.255,0.864,1.288,0.493,0.018,0.082,0.217,-0.617,-0.188,-1.317,0.26,0.518,-0.344,0.26,-0.349,0.888,-0.241,0.668,train
0.293,0.08,0.375,0.396,0.084,0.315,-0.201,-0.105,-0.18,0.586,0.361,0.397,0.034,0.08,0.201,-0.762,-0.18,-1.318,0.2,0.308,-0.371,0.123,-0.349,0.294,0.375,0.222,train
0.299,0.38,0.147,0.281,0.191,0.212,-0.201,-0.179,-0.25,0.66,0.901,0.233,-0.031,0.064,0.122,-0.73,-0.172,-1.317,0.27,0.164,0.253,0.191,-0.349,0.266,0.516,0.051,train
0.644,0.736,0.087,0.191,0.561,0.165,-0.243,0.393,0.035,0.683,0.475,0.152,-0.083,0.064,0.208,-0.704,-0.201,-1.317,0.237,0.359,1.057,0.636,-0.349,-0.287,0.677,0.544,train
0.812,0.725,0.934,0.283,0.526,0.129,-0.273,0.603,-0.195,0.803,1.221,0.412,-0.159,0.077,0.463,-0.577,0.349,-1.317,0.471,0.359,0.366,0.669,0.473,-0.368,-0.741,0.907,train
0.909,0.646,0.874,0.241,0.294,0.256,-0.304,0.54,0.438,1.14,1.436,0.385,0.324,0.076,0.337,-0.452,0.349,-1.317,0.419,0.502,0.412,0.529,0.364,0.166,-0.585,1.168,train
0.8,0.591,0.909,0.178,0.128,0.358,-0.25,0.565,0.501,0.628,1.112,0.371,0.47,1.289,0.059,-0.39,0.356,0.798,0.395,0.073,0.278,0.506,0.364,0.376,-0.227,0.906,train
0.636,0.309,0.969,0.128,-0.073,0.46,-0.25,0.551,-0.129,0.322,-0.393,-0.091,0.558,-3.5,0.363,-0.446,1.099,0.798,0.351,-0.146,-0.34,0.284,0.364,-0.235,-0.566,1.005,train
-1.168,-1.423,-0.58,-0.395,-0.853,0.263,-0.181,-1.069,1.796,-0.741,0.666,-0.171,0.054,-0.964,0.003,-1.533,1.336,0.799,-0.274,-0.291,-1.358,-1.024,1.562,1.473,2.1,-1.313,train
-0.276,-0.427,-0.133,-0.817,-0.142,0.046,-0.254,-0.56,-1.291,-0.288,1.32,-0.171,-0.515,-0.955,0.202,-0.838,-0.283,0.798,0.258,0.269,-0.349,-0.605,1.017,-0.695,0.247,-0.884,train
-1.299,-1.688,-0.876,-1.002,-0.77,-0.113,-0.328,-0.404,0.029,-0.522,-1.155,0.309,-0.592,-1.7,0.487,-0.974,-5.526,0.795,-0.413,0.269,-0.405,-0.762,-3.556,-0.728,2.264,-2.447,train
-1.495,-1.505,-0.924,-1.014,-1.29,-0.468,-0.543,-1.005,-1.867,-0.939,-0.487,0.897,-1.293,-0.487,-0.276,-1.292,-1.411,-0.299,-0.513,0.679,-0.348,-1.608,-3.556,-2.355,2.199,-1.992,train
-0.676,-0.699,-0.576,-1.017,-0.077,-0.649,-0.661,-0.898,-2.514,0.049,0.812,0.897,-1.594,0.534,0.239,-0.673,0.329,-1.318,0.238,1.205,-0.287,-1.474,0.364,-2.527,0.387,-0.079,train
0.529,0.427,0.628,-1.006,0.391,-0.41,-0.773,0.137,-0.221,0.826,0.876,1.167,-0.992,0.528,0.067,-0.229,0.355,-1.318,0.301,0.995,-0.158,0.114,0.364,-1.363,-0.966,0.948,train
0.507,0.176,0.171,-0.939,-0.136,-0.198,-0.762,0.06,1.448,0.359,0.839,1.014,-0.239,0.538,-0.071,0.041,0.35,-1.318,0.09,0.185,-0.403,0.09,0.364,0.868,0.358,0.515,train
0.203,0.316,0.571,-0.918,-0.264,-0.089,-0.615,0.031,0.395,0.242,0.369,0.168,-0.326,0.532,0.05,0.305,0.355,-1.318,0.23,-0.149,-0.22,-0.21,0.364,0.501,-0.321,0.125,train
0.469,0.338,0.508,-0.71,0.209,-0.04,-0.615,0.198,-0.525,0.201,1.099,-0.115,-0.157,0.529,-0.179,0.709,0.341,0.794,0.323,-0.267,-0.412,0.386,0.364,-0.16,-0.212,-0.064,train
1.03,0.756,0.975,-0.28,0.248,0.051,-0.518,0.884,-0.196,0.13,1.423,-0.209,-0.102,0.532,-0.23,0.723,0.351,0.8,0.507,-0.267,-0.147,0.616,0.364,-0.655,-1.022,1.115,train
0.816,0.302,1.581,0.161,-0.161,0.251,-0.476,0.667,0.326,0.183,0.892,-0.188,0.53,0.528,-0.239,0.729,0.348,0.798,0.351,-0.204,0.351,0.393,0.364,0.346,-1.928,1.086,train
0.461,0.043,1.356,0.031,-0.615,0.461,-0.39,0.338,0.797,-0.131,1.96,-0.21,0.53,-0.382,-0.479,0.616,-0.603,1.5,0.294,-0.669,0.367,-0.025,0.092,0.667,-2.106,1.012,train
0.65,0.154,1.249,0.075,-0.618,0.61,-0.199,0.437,0.517,-0.729,1.356,-0.449,0.682,-0.387,-0.164,0.02,-0.647,1.5,0.522,-1.119,-0.425,-0.226,-0.289,0.625,-1.542,1.154,train
-0.151,-0.305,0.179,-0.055,-0.128,0.559,-0.199,0.362,1.507,-0.22,-0.685,-0.835,0.712,0.53,0.258,-1.026,-0.639,1.506,0.108,-1.119,0.473,0.075,-0.943,1.131,0.978,0.11,train
0.616,0.271,0.673,-0.138,0.398,0.327,-0.116,0.684,-1.021,0.211,0.449,-0.651,0.044,0.071,0.447,-1.026,-0.637,0.091,0.512,-0.742,0.53,0.171,-0.943,-0.695,-0.854,0.518,train
1.009,0.926,1.065,-0.222,0.624,0.289,-0.192,0.954,-0.655,0.487,1.238,0.069,0.044,0.073,0.239,-0.717,-0.658,0.091,0.515,-0.406,-0.146,0.801,-0.943,-0.572,-0.977,0.966,train
0.897,0.664,1.193,-0.146,0.213,0.354,-0.192,0.838,0.003,0.289,0.313,0.166,0.436,0.061,0.231,-0.69,-0.668,0.092,0.55,-0.166,0.045,0.59,-0.943,-0.247,-1.081,1.009,train
1.215,1.112,0.792,-0.085,1.221,0.344,-0.136,1.225,0.485,0.148,0.204,0.197,0.648,0.065,0.137,-0.252,-0.72,-0.768,0.682,-0.141,0.305,1.196,-0.943,0.535,-0.305,0.904,train
0.636,0.95,0.676,0.023,0.888,0.298,-0.136,0.756,0.197,0.226,0.258,0.333,0.559,0.069,0.091,-0.031,-0.668,-1.316,0.48,0.264,0.363,1.199,-0.943,0.752,0.162,0.493,train
0.894,1.009,0.71,0.07,0.847,0.25,-0.118,1.069,-0.095,0.448,0.238,0.551,0.408,0.076,0.016,-0.01,-0.307,-1.317,0.545,0.451,-0.23,1.152,-0.943,0.047,-0.113,0.965,train
1.027,0.885,0.784,0.047,0.911,0.275,-0.131,0.962,0.119,0.486,-0.313,0.708,0.483,0.068,-0.158,-0.189,-0.669,-1.317,0.497,0.451,-0.089,1.209,-0.695,-0.153,-0.027,1.429,train
0.467,0.651,0.121,-0.196,1.075,0.1,-0.131,0.239,1.197,0.793,0.259,0.616,0.436,0.072,0.33,-0.717,-0.703,-1.319,0.391,0.388,0.257,0.74,-1.24,0.993,0.738,0.577,train
0.391,0.414,0.453,-0.242,0.512,-0.016,-0.223,0.128,-0.237,0.744,1.071,0.616,0.026,-2.382,0.355,-0.567,0.328,-1.318,0.423,0.591,-0.229,0.524,-0.834,0.254,-0.199,0.163,train
0.946,0.763,0.697,0.015,0.618,0.05,-0.223,0.876,-0.388,1.214,1.105,0.771,0.022,-0.389,0.517,-0.218,0.321,-1.316,0.472,0.693,-0.464,0.84,-0.289,-0.397,-0.429,0.575,train
0.889,0.992,0.722,0.188,0.681,0.147,-0.28,0.827,-0.031,1.421,1.246,0.77,0.338,-0.379,0.258,0.314,0.705,-1.313,0.389,0.714,-0.287,1.015,0.661,-0.128,-0.009,0.67,train
0.529,0.402,0.334,0.562,0.782,0.182,-0.247,0.289,0.351,1.33,0.304,0.769,0.258,-0.377,0.607,0.362,0.712,-1.314,0.309,0.747,0.431,0.623,0.661,0.133,0.624,0.699,train
0.403,0.274,0.499,0.566,0.441,0.137,-0.247,0.027,0.417,1.207,0.894,1.091,-0.032,0.057,0.718,0.128,0.708,-1.315,0.169,1.144,0.071,0.211,0.839,0.519,-0.044,0.706,train
0.528,0.234,0.387,0.588,0.308,0.086,-0.309,0.147,-0.231,1.008,1.098,1.091,-0.094,-0.016,0.631,0.04,0.655,-1.312,0.337,1.144,-0.154,0.078,0.839,-0.265,-0.335,0.664,train
0.611,0.549,0.796,0.562,0.27,0.135,-0.309,0.367,0.156,1.005,0.96,0.805,0.063,-0.015,0.498,-0.09,0.707,-1.313,0.232,0.61,-0.17,0.471,0.839,-0.006,-0.545,1.032,train
0.467,0.329,0.573,0.554,0.066,0.154,-0.359,0.145,0.081,0.745,-0.046,0.495,0.031,-0.019,0.92,-0.404,0.71,-0.647,0.312,0.277,-0.137,0.195,0.839,0.406,-0.688,0.908,train
0.654,0.225,0.706,0.489,-0.274,0.145,-0.366,0.51,-0.278,0.466,1.036,0.274,-0.025,-0.018,0.413,-0.681,0.721,-0.614,0.508,-0.122,-0.107,0.331,0.839,-0.044,-0.724,0.797,train
0.543,0.575,0.366,0.285,0.295,0.217,-0.366,0.43,0.219,0.594,0.397,-0.01,0.188,-0.025,0.487,-0.744,0.718,-1.314,0.244,0.092,0.676,0.595,0.839,0.112,0.177,0.687,train
0.396,0.359,0.41,0.356,0.234,0.231,-0.328,0.253,0.291,0.664,0.727,0.02,0.018,-0.026,-0.223,-0.982,0.723,-1.313,0.254,0.177,0.045,0.443,0.839,-0.076,-0.051,0.725,train
0.213,0.338,0.559,0.289,-0.082,0.28,-0.328,0.134,0.114,0.514,0.442,0.061,0.051,-0.016,0.123,-1.044,0.725,-0.186,0.208,-0.089,-0.305,0.224,0.839,-0.197,0.078,0.411,train
-0.249,-0.075,0.302,-0.044,0.334,0.225,-0.295,-0.401,-0.61,0.195,0.844,-0.226,-0.208,-0.015,0.044,-1.006,0.723,-0.186,0.26,-0.089,-0.403,-0.241,0.839,0.231,-0.223,-0.114,train
-0.151,-0.078,0.266,-0.149,-0.162,0.233,-0.306,-0.391,-0.764,0.054,0.916,-0.226,-0.151,-0.027,-0.34,-0.996,0.719,-0.188,0.195,-0.299,0.104,-0.067,0.839,-0.592,0.275,0.099,train
0.248,0.344,0.296,-0.123,0.111,0.206,-0.306,0.156,-0.318,0.266,0.884,-0.419,-0.217,-0.029,0.169,-0.696,0.724,-0.187,0.209,-0.244,0.138,0.401,0.839,-0.663,0.224,0.484,train
0.377,0.397,0.627,-0.142,-0.002,0.221,-0.337,0.201,-0.15,0.41,0.802,-0.38,-0.046,-0.021,-0.202,-0.707,0.724,-0.187,0.363,-0.189,0.305,0.436,0.839,-0.189,-0.679,0.856,train
0.012,0.089,0.065,-0.196,-0.12,0.218,-0.337,-0.269,0.557,0.314,0.793,-0.325,0.056,-0.015,-0.128,-0.978,0.72,-0.188,0.092,-0.191,0.413,0.211,0.839,0.555,0.691,0.329,train
0.212,0.294,0.808,-0.297,-0.323,0.265,-0.326,0.136,-0.188,0.031,1.18,-0.326,-0.174,-0.019,-0.057,-1.032,0.711,-0.187,0.325,-0.184,-0.069,0.222,0.839,-0.161,-0.88,0.524,train
0.439,0.304,0.777,-0.175,-0.386,0.381,-0.267,0.441,-0.4,-0.006,0.731,-0.326,0.081,-0.034,0.096,-1.134,0.711,0.235,0.357,-0.663,0.037,0.494,0.839,-0.369,-0.421,0.602,train
0.295,0.286,0.933,-0.086,-0.443,0.45,-0.267,0.284,-0.107,-0.104,1.167,-0.684,0.231,-0.008,0.164,-1.154,0.718,0.235,0.36,-0.718,-0.282,0.484,0.839,-0.012,-0.918,0.619,train
0.046,0.066,0.683,-0.004,-0.437,0.501,-0.177,0.058,0.14,-0.328,0.805,-0.737,0.292,-0.024,-0.262,-1.308,0.725,0.235,0.355,-0.792,0.285,0.191,0.839,0.339,-0.223,0.178,train
0.416,0.241,0.383,0.177,-0.025,0.449,-0.177,0.377,0.106,0.024,0.952,-0.811,0.29,-0.019,0.009,-0.99,0.727,0.235,0.34,-0.591,-0.078,0.476,0.839,0.144,0.038,0.107,train
0.544,0.415,0.855,0.338,-0.033,0.481,-0.168,0.378,0.009,0.108,1.249,-0.521,0.374,-0.009,0.013,-0.707,0.717,0.131,0.313,-0.366,-0.327,0.333,0.839,-0.136,-0.656,0.469,train
0.089,-0.123,0.396,0.447,0.103,0.506,-0.125,-0.135,0.106,0.126,0.258,-0.368,0.385,-0.028,-0.145,-0.738,0.71,0.092,0.26,-0.29,0.018,0.034,0.839,0.402,0.475,0.005,train
0.755,0.878,0.715,0.551,0.574,0.491,-0.125,0.958,-0.249,0.516,0.987,-0.354,0.238,-0.022,-0.026,-0.738,0.714,-0.327,0.572,-0.29,-0.086,0.975,0.839,-0.278,-0.872,0.842,train
0.849,0.699,0.814,0.641,0.513,0.556,-0.089,0.754,0.334,1.014,0.659,0.221,0.477,-0.034,0.039,-0.115,0.709,-0.614,0.439,0.325,-0.013,0.85,0.839,0.325,-0.408,0.793,train
0.461,0.527,0.707,0.809,0.445,0.536,-0.089,0.368,0.457,1.008,0.449,0.394,0.351,-0.012,0.155,-0.15,0.704,-1.313,0.388,0.467,0.362,0.592,0.839,0.797,-0.252,0.537,train
0.451,0.654,0.779,0.809,0.312,0.514,-0.07,0.308,0.007,0.713,0.253,0.517,0.267,-0.018,0.837,-0.088,0.704,-1.313,0.368,0.514,-0.046,0.704,0.839,0.162,-0.487,0.657,train
-0.225,0.022,0.287,0.588,-0.15,0.409,-0.105,-0.008,0.223,0.132,0.861,0.136,0.167,-0.02,0.63,-0.471,0.713,-0.186,0.097,-0.003,0.205,0.238,0.839,0.063,0.701,0.035,train
-0.082,0.362,0.565,0.662,0.104,0.334,-0.105,0.099,-0.699,0.091,1.051,0.136,-0.043,-0.033,0.643,-0.571,0.699,0.018,0.326,-0.003,0.116,0.521,0.839,-0.744,-0.236,0.519,train
0.288,0.252,1.005,0.682,-0.027,0.357,-0.182,0.272,-0.043,0.325,1.424,-0.319,0.074,-0.004,0.798,-0.476,0.695,0.096,0.281,-0.316,-0.261,0.378,0.839,-0.271,-1.146,0.671,train
0.316,0.289,0.68,0.733,-0.192,0.443,-0.182,0.19,0.268,0.241,1.456,-0.374,0.239,-0.021,0.587,-0.357,0.726,0.093,0.285,-0.385,-0.03,0.395,0.839,0.298,-0.161,0.475,train
0.625,0.375,0.875,0.923,-0.038,0.501,-0.195,0.651,-0.025,0.379,1.394,-0.392,0.245,-0.009,0.963,-0.208,0.719,0.098,0.376,-0.236,-0.156,0.481,0.839,0.111,-0.538,0.612,train
0.654,0.455,0.854,0.904,0.17,0.557,-0.127,0.641,0.16,0.612,0.919,-0.157,0.374,-0.014,0.773,0.156,0.713,-0.186,0.418,-0.236,0.503,0.678,0.839,0.286,-0.468,0.604,train
1.003,0.719,1.407,1.141,0.319,0.6,-0.127,0.833,0.26,0.932,1.364,-0.157,0.559,-0.013,0.512,0.156,0.712,-0.464,0.368,0.26,0.403,0.845,0.839,-0.051,-1.885,1.142,train
0.768,0.557,1.187,1.28,0.031,0.718,-0.079,0.557,0.445,0.846,1.316,0.242,0.71,-0.026,0.459,0.537,0.705,-0.464,0.387,0.27,-0.063,0.536,0.839,0.254,-0.835,1.199,train
0.851,0.554,1.226,1.335,-0.012,0.75,-0.079,0.676,0.346,0.584,1.358,0.048,0.781,-0.022,0.607,0.525,0.706,-0.464,0.476,-0.166,0.258,0.653,0.839,0.373,-1.045,1.099,train
0.628,0.621,0.935,1.399,0.129,0.752,-0.013,0.467,0.562,0.575,1.312,-0.017,0.744,-0.03,0.671,0.488,0.72,-0.185,0.366,-0.115,0.049,0.656,0.839,0.699,-0.409,0.964,train
0.61,0.598,0.999,1.365,0.144,0.755,0.025,0.586,0.189,0.658,1.299,-0.072,0.655,-0.022,0.413,0.235,0.716,-0.186,0.392,-0.115,-0.023,0.692,0.839,0.338,-0.646,1.079,train
0.729,0.68,0.944,1.352,0.092,0.753,0.025,0.716,0.332,0.604,1.236,-0.072,0.627,-0.019,0.422,0.235,0.707,-0.188,0.481,-0.129,-0.309,0.752,0.839,0.061,-0.435,1.361,train
0.794,0.637,1.478,1.275,0.046,0.796,0.068,0.84,0.692,0.847,1.063,-0.031,0.745,-0.025,0.081,-0.175,0.706,-0.187,0.419,-0.129,-0.488,0.727,0.839,0.582,-0.638,1.175,train
-0.706,-0.969,0.428,0.97,-0.33,0.691,0.068,-0.939,0.872,-0.035,0.732,0.166,0.318,-0.017,0.341,-1.315,0.717,-0.182,-0.175,0.081,-0.419,-0.396,0.839,1.256,1.414,-0.358,train
-0.876,-1.334,0.103,0.832,-0.075,0.481,0.057,-1.049,-0.891,-0.321,1.23,0.231,-0.203,-0.032,0.446,-1.547,0.719,-0.751,-0.151,0.596,-0.567,-1.103,0.839,-1.001,1.054,-0.728,train
-0.774,-1.217,-0.097,0.837,-0.133,0.326,-0.124,-0.711,-1.384,-0.304,0.865,0.563,-0.52,-0.015,0.451,-1.626,0.725,-0.748,-0.127,0.596,-0.3,-0.918,0.839,-1.637,1.269,-0.801,train
0.125,-0.066,-0.039,0.876,0.441,0.172,-0.124,-0.063,-0.344,0.21,0.762,0.648,-0.557,0.537,0.897,-1.23,0.722,-1.314,0.233,0.869,-0.204,-0.047,0.839,-0.923,0.872,0.126,train
0.836,0.554,0.589,0.99,0.972,0.183,-0.295,0.832,0.462,1.263,1.066,1.072,-0.225,0.543,0.402,-0.739,0.713,-1.319,0.312,1.362,-0.297,0.686,0.839,-0.115,-0.015,0.704,train
0.569,0.408,0.394,1.125,0.88,0.193,-0.295,-0.048,0.447,1.392,0.906,1.407,-0.2,0.54,0.174,-0.533,0.708,-1.318,0.239,1.313,-0.254,0.114,0.839,0.721,0.231,0.448,train
0.586,0.385,0.45,1.28,0.685,0.204,-0.324,-0.041,-0.063,1.164,1.187,1.407,-0.295,0.521,0.286,-0.13,0.708,-1.315,0.287,1.313,-0.586,0.134,0.839,0.358,0.141,0.066,train
0.243,-0.031,0.422,1.338,0.452,0.198,-0.348,-0.091,-0.676,0.923,-0.428,1.037,-0.24,0.526,0.457,0.146,0.708,-1.315,0.248,0.875,0.009,0.082,0.839,-0.47,0.475,0.16,train
-0.196,-0.543,0.235,1.341,-0.103,0.066,-0.348,-0.247,-0.852,0.163,1.398,0.79,-0.572,0.535,0.211,-0.284,0.712,-1.314,0.325,0.822,0.387,-0.664,0.839,-0.707,-0.388,0.541,train
0.285,-0.107,0.195,1.315,0.047,0.091,-0.429,-0.182,0.525,0.397,0.843,0.74,-0.224,0.531,0.326,-0.371,0.723,-1.315,0.2,0.463,-0.151,-0.094,0.839,0.23,0.26,0.349,train
0.588,0.44,0.93,1.302,-0.051,0.177,-0.429,0.43,0.259,0.772,0.881,0.338,-0.236,0.071,0.237,-0.086,0.718,-0.662,0.363,0.206,-0.124,0.377,0.839,-0.123,-1.203,0.892,train
0.354,0.389,0.527,1.22,-0.092,0.286,-0.418,0.229,0.816,0.282,0.289,0.338,0.166,0.076,-0.017,-0.175,0.717,-0.048,0.199,-0.367,-0.42,0.492,0.839,0.359,0.364,0.616,train
0.211,0.203,0.288,1.12,0.096,0.267,-0.339,0.172,-0.18,0.14,-0.447,-0.212,-0.053,0.064,0.199,-0.287,0.713,-0.046,0.255,-0.367,-0.044,0.211,0.839,-0.114,0.303,0.588,train
0.503,0.418,0.548,1.013,0.274,0.182,-0.339,0.563,-0.63,0.132,-0.752,-0.251,-0.135,-0.575,0.538,-0.162,0.727,-0.045,0.429,-0.1,1.059,0.286,0.839,-0.636,-0.119,0.613,train
0.21,0.136,0.645,1.011,-0.057,0.113,-0.383,-0.009,-0.275,0.12,1.811,-0.198,-0.171,0.074,-0.068,-0.425,0.699,-0.045,0.278,0.222,-0.101,0.035,0.839,-0.169,-0.855,0.312,train
-0.111,0.08,0.982,0.971,-0.609,0.228,-0.383,-0.045,0.174,-0.289,1.142,-0.04,0.101,0.071,0.027,-0.167,0.706,0.211,0.278,-0.535,-0.119,-0.052,0.839,-0.251,-0.671,0.226,train
-0.156,-0.159,0.269,0.838,-0.475,0.297,-0.344,0.197,0.593,-0.4,-0.05,-0.69,0.181,0.073,-0.007,-0.431,0.729,0.235,0.066,-0.654,-0.13,0.491,0.839,0.165,0.862,-0.058,train
0.225,0.08,0.713,0.948,-0.297,0.23,-0.328,0.141,-0.49,-0.075,1.482,-0.69,-0.055,0.078,-0.119,-0.373,0.726,0.237,0.399,-0.495,-0.295,0.351,0.839,-0.4,-0.984,0.167,train
-0.133,-0.035,0.757,0.994,-0.399,0.331,-0.328,0.057,-0.458,-0.187,0.191,-0.654,0.181,0.522,-0.41,-0.116,0.715,0.235,0.307,-0.626,0.186,0.134,0.839,-0.446,-0.129,0.256,train
0.206,0.117,0.839,1.069,-0.265,0.34,-0.265,0.287,-0.584,-0.151,1.373,-0.656,0.11,0.54,0.448,-0.168,0.708,0.235,0.419,-0.626,-0.333,0.135,0.839,-0.24,-0.714,0.373,train
0.493,0.528,1.013,1.145,-0.305,0.476,-0.265,0.568,0.309,0.1,1.201,-0.662,0.345,0.525,0.344,0.069,0.713,0.189,0.456,-0.559,-0.38,0.548,0.839,0.003,-0.531,0.803,train
0.096,-0.039,0.965,1.284,-0.269,0.554,-0.173,0.137,1.299,0.076,0.56,-0.44,0.517,0.528,0.841,-0.118,0.712,-0.055,0.18,-0.355,0.941,0.114,0.839,0.666,0.46,0.426,train
0.282,-0.123,0.927,1.308,-0.221,0.533,-0.135,0.079,-0.292,0.185,1.404,-0.44,0.218,0.523,0.474,-0.086,0.723,-0.186,0.301,-0.159,0.155,-0.154,0.839,-0.035,-0.907,0.508,train
0.497,-0.003,1.2,1.321,-0.506,0.658,-0.135,0.451,-0.082,0.114,1.245,-0.227,0.331,0.523,-0.473,-0.073,0.724,-0.186,0.322,-0.159,-0.521,0.141,0.839,-0.392,-1.39,0.774,train
0.823,0.71,1.214,1.409,-0.041,0.766,-0.056,0.88,0.12,0.057,0.492,-0.374,0.573,0.537,0.21,0.161,0.724,-0.185,0.543,-0.54,-0.251,0.785,0.839,-0.162,-0.63,1.218,train
0.854,0.816,0.963,1.533,0.423,0.801,-0.02,0.864,0.383,0.475,1.256,-0.374,0.722,0.523,0.225,0.241,0.71,-0.391,0.466,-0.204,-0.519,0.926,0.839,0.385,-0.74,1.3,train
0.944,0.709,1.094,1.738,0.352,0.908,0.029,0.717,0.434,0.789,0.716,0.12,0.705,0.518,0.099,0.349,0.71,-0.46,0.568,0.16,-0.022,0.783,0.839,0.801,-0.678,1.054,train
1.165,0.917,2.041,1.862,0.476,0.978,0.138,1.245,0.579,0.676,1.039,0.12,0.983,0.537,0.145,0.427,0.709,-0.612,0.523,0.322,-0.199,1.066,0.839,0.521,-1.554,1.427,train
0.901,0.525,1.41,1.844,0.404,1.028,0.138,0.75,0.784,0.742,1.372,0.52,1.078,0.529,-0.878,0.254,0.713,-0.613,0.507,0.376,0.275,0.679,0.839,0.742,-1.099,1.172,train
0.696,0.411,1.5,1.817,0.001,1.098,0.257,0.682,0.572,0.452,1.59,0.369,1.078,0.52,-0.584,0.254,0.711,-0.613,0.446,0.048,0.881,0.488,0.839,0.682,-1.336,1.024,train
0.346,0.08,2.1,1.868,-0.411,1.214,0.294,0.276,0.224,0.143,1.229,0.369,1.13,0.537,-0.706,0.308,0.71,-0.122,0.238,-0.356,-0.086,0.043,0.839,0.043,-2.821,1.163,train
-0.233,-0.109,1.638,1.765,-1.1,1.298,0.345,0.319,0.367,-0.83,0.569,-0.339,1.162,-0.382,-1.132,-0.105,-1.025,0.095,0.42,-0.842,-0.385,-0.126,-0.349,0.38,-1.062,0.459,train
-0.107,0.134,0.624,1.698,0.176,1.131,0.421,0.0,-0.038,0.429,0.188,-0.974,0.8,-0.391,-0.35,-0.226,-1.083,0.094,0.356,-0.851,0.619,0.372,-0.943,0.088,0.175,0.509,train
0.335,0.54,0.955,1.534,0.146,0.92,0.421,0.341,-0.189,0.188,1.404,-0.921,0.485,0.026,-0.457,-0.16,-0.373,0.095,0.385,-0.721,-0.326,0.635,-1.537,-0.02,-0.568,0.578,train
0.525,0.399,1.039,1.519,-0.045,0.89,0.334,0.358,-0.08,0.068,0.86,-0.921,0.491,0.071,-0.156,-0.121,-0.184,0.097,0.456,-0.329,-0.033,0.603,-0.943,-0.139,-0.675,0.718,train
0.637,0.633,1.123,1.49,0.057,0.9,0.337,0.759,0.545,0.216,0.089,-0.584,0.499,0.069,0.035,-0.082,-0.18,0.097,0.438,-0.394,0.899,0.791,-0.398,0.136,-0.659,0.973,train
0.515,0.55,1.161,1.422,0.136,0.82,0.342,0.319,0.399,0.137,1.143,-0.32,0.463,0.078,-0.215,-0.182,-0.198,0.093,0.28,-0.199,-0.308,0.479,-0.349,0.66,-1.799,0.64,train
0.414,0.216,1.555,1.341,-0.39,0.93,0.331,0.466,0.033,-0.274,1.003,-0.296,0.463,0.059,-0.254,-0.182,-0.183,0.095,0.35,-0.531,0.057,0.293,-0.349,-0.002,-1.618,0.465,train
0.179,0.353,0.936,1.312,-0.486,0.965,0.331,0.203,-0.156,-0.256,1.356,-0.618,0.728,0.067,-0.115,-0.172,-0.189,0.092,0.38,-0.858,-0.406,0.423,-0.349,-0.052,-0.293,0.526,train
